package,Code,Class,Method,Modifiers,Parameters,ReturnType,isTestCode,isTestMethod
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setNetworkInterface,,NetworkInterface,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getInterface,,,InetAddress,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getNetworkInterface,,,NetworkInterface,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,inetAddress,private-static,int,InetAddress,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,joinGroup,,InetAddress-NetworkInterface-InetAddress,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,leaveGroup,,InetAddress-NetworkInterface-InetAddress,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,interfaceIndex,private-static,NetworkInterface,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,interfaceIndex,private-static,InetAddress,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpDeferAccept,,int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpQuickAck,,boolean,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpCork,,boolean,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setSoBusyPoll,,int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpNotSentLowAt,,long,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpFastOpen,,int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpFastOpenConnect,,boolean,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isTcpFastOpenConnect,,,boolean,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpKeepIdle,,int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpKeepIntvl,,int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpKeepCnt,,int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpUserTimeout,,int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setIpFreeBind,,boolean,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setIpTransparent,,boolean,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setIpRecvOrigDestAddr,,boolean,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTimeToLive,,,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpInfo,,EpollTcpInfo,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpMd5Sig,,InetAddress-byte,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isTcpCork,,,boolean,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getSoBusyPoll,,,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpDeferAccept,,,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isTcpQuickAck,,,boolean,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpNotSentLowAt,,,long,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpKeepIdle,,,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpKeepIntvl,,,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpKeepCnt,,,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpUserTimeout,,,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isIpFreeBind,,,boolean,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isIpTransparent,,,boolean,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isIpRecvOrigDestAddr,,,boolean,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getPeerCredentials,,,PeerCredentials,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isLoopbackModeDisabled,,,boolean,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setLoopbackModeDisabled,,boolean,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,sendFile,,DefaultFileRegion-long-long-long,long,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,deriveInetAddress,private-static,NetworkInterface-boolean,InetAddress,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,newSocketStream,public-static,boolean,LinuxSocket,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,newSocketStream,public-static,,LinuxSocket,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,newSocketDgram,public-static,boolean,LinuxSocket,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,newSocketDgram,public-static,,LinuxSocket,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,newSocketDomain,public-static,,LinuxSocket,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,unsafeInetAddrByName,private-static,String,InetAddress,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,joinGroup,private-native-static,int-boolean-byte-byte-int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,joinSsmGroup,private-native-static,int-boolean-byte-byte-int-int-byte,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,leaveGroup,private-native-static,int-boolean-byte-byte-int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,leaveSsmGroup,private-native-static,int-boolean-byte-byte-int-int-byte,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,sendFile,private-native-static,int-DefaultFileRegion-long-long-long,long,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpDeferAccept,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isTcpQuickAck,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isTcpCork,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getSoBusyPoll,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpNotSentLowAt,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpKeepIdle,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpKeepIntvl,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpKeepCnt,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpUserTimeout,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTimeToLive,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isIpFreeBind,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isIpTransparent,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isIpRecvOrigDestAddr,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getTcpInfo,private-native-static,int-long,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getPeerCredentials,private-native-static,int,PeerCredentials,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,isTcpFastOpenConnect,private-native-static,int,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpDeferAccept,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpQuickAck,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpCork,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setSoBusyPoll,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpNotSentLowAt,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpFastOpen,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpFastOpenConnect,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpKeepIdle,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpKeepIntvl,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpKeepCnt,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpUserTimeout,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setIpFreeBind,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setIpTransparent,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setIpRecvOrigDestAddr,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTcpMd5Sig,private-native-static,int-boolean-byte-int-byte,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setInterface,private-native-static,int-boolean-byte-int-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getInterface,private-native-static,int-boolean,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,getIpMulticastLoop,private-native-static,int-boolean,int,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setIpMulticastLoop,private-native-static,int-boolean-int,void,False,False,Socket
io.netty.channel.epoll,LinuxSocket,LinuxSocket,setTimeToLive,private-native-static,int-int,void,False,False,Socket
io.netty.channel.epoll,AbstractEpollServerChannel,AbstractEpollServerChannel,metadata,public,,ChannelMetadata,False,False,AbstractEpollChannel
io.netty.channel.epoll,AbstractEpollServerChannel,AbstractEpollServerChannel,isCompatible,protected,EventLoop,boolean,False,False,AbstractEpollChannel
io.netty.channel.epoll,AbstractEpollServerChannel,AbstractEpollServerChannel,remoteAddress0,protected,,InetSocketAddress,False,False,AbstractEpollChannel
io.netty.channel.epoll,AbstractEpollServerChannel,AbstractEpollServerChannel,newUnsafe,protected,,AbstractEpollUnsafe,False,False,AbstractEpollChannel
io.netty.channel.epoll,AbstractEpollServerChannel,AbstractEpollServerChannel,doWrite,protected,ChannelOutboundBuffer,void,False,False,AbstractEpollChannel
io.netty.channel.epoll,AbstractEpollServerChannel,AbstractEpollServerChannel,filterOutboundMessage,protected,Object,Object,False,False,AbstractEpollChannel
io.netty.channel.epoll,AbstractEpollServerChannel,AbstractEpollServerChannel,newChildChannel,abstract,int-byte-int-int,Channel,False,False,AbstractEpollChannel
io.netty.channel.epoll,AbstractEpollServerChannel,AbstractEpollServerChannel,doConnect,protected,SocketAddress-SocketAddress,boolean,False,False,AbstractEpollChannel
io.netty.channel.epoll,TcpMd5Util,TcpMd5Util,newTcpMd5Sigs,static,AbstractEpollChannel-Collection-Map,Collection,False,False,False
io.netty.channel.epoll,EpollSocketChannel,EpollSocketChannel,tcpInfo,public,,EpollTcpInfo,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollSocketChannel,EpollSocketChannel,tcpInfo,public,EpollTcpInfo,EpollTcpInfo,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollSocketChannel,EpollSocketChannel,remoteAddress,public,,InetSocketAddress,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollSocketChannel,EpollSocketChannel,localAddress,public,,InetSocketAddress,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollSocketChannel,EpollSocketChannel,config,public,,EpollSocketChannelConfig,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollSocketChannel,EpollSocketChannel,parent,public,,ServerSocketChannel,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollSocketChannel,EpollSocketChannel,newUnsafe,protected,,AbstractEpollUnsafe,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollSocketChannel,EpollSocketChannel,setTcpMd5Sig,,Map,void,False,False,AbstractEpollStreamChannel
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,state,public,,int,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,caState,public,,int,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,retransmits,public,,int,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,probes,public,,int,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,backoff,public,,int,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,options,public,,int,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,sndWscale,public,,int,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,rcvWscale,public,,int,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,rto,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,ato,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,sndMss,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,rcvMss,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,unacked,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,sacked,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,lost,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,retrans,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,fackets,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,lastDataSent,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,lastAckSent,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,lastDataRecv,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,lastAckRecv,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,pmtu,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,rcvSsthresh,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,rtt,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,rttvar,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,sndSsthresh,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,sndCwnd,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,advmss,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,reordering,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,rcvRtt,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,rcvSpace,public,,long,False,False,False
io.netty.channel.epoll,EpollTcpInfo,EpollTcpInfo,totalRetrans,public,,long,False,False,False
io.netty.channel.epoll,EpollRecvByteAllocatorHandle,EpollRecvByteAllocatorHandle,receivedRdHup,final,,void,False,False,DelegatingHandle
io.netty.channel.epoll,EpollRecvByteAllocatorHandle,EpollRecvByteAllocatorHandle,isReceivedRdHup,final,,boolean,False,False,DelegatingHandle
io.netty.channel.epoll,EpollRecvByteAllocatorHandle,EpollRecvByteAllocatorHandle,maybeMoreDataToRead,,,boolean,False,False,DelegatingHandle
io.netty.channel.epoll,EpollRecvByteAllocatorHandle,EpollRecvByteAllocatorHandle,edgeTriggered,final,boolean,void,False,False,DelegatingHandle
io.netty.channel.epoll,EpollRecvByteAllocatorHandle,EpollRecvByteAllocatorHandle,isEdgeTriggered,final,,boolean,False,False,DelegatingHandle
io.netty.channel.epoll,EpollRecvByteAllocatorHandle,EpollRecvByteAllocatorHandle,allocate,final-public,ByteBufAllocator,ByteBuf,False,False,DelegatingHandle
io.netty.channel.epoll,EpollRecvByteAllocatorHandle,EpollRecvByteAllocatorHandle,continueReading,final-public,UncheckedBooleanSupplier,boolean,False,False,DelegatingHandle
io.netty.channel.epoll,EpollRecvByteAllocatorHandle,EpollRecvByteAllocatorHandle,continueReading,final-public,,boolean,False,False,DelegatingHandle
io.netty.channel.epoll,EpollServerDomainSocketChannel,EpollServerDomainSocketChannel,newChildChannel,protected,int-byte-int-int,Channel,False,False,AbstractEpollServerChannel
